payment_id;claim_id;payment_date;payment_type;payment_value
813995;9786;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;73000000.0
224621;8669;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;85000000.0
413822;9956;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;9000000.0
790705;3534;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;71000000.0
198836;5894;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;26000000.0
684300;7335;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;35000000.0
6815;5392;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;14000000.0
606666;5109;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;51000000.0
588729;2595;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;57000000.0
553305;2562;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;64000000.0
909575;7050;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;59000000.0
529398;5974;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;49000000.0
557872;9073;2023-01-18 00:00:00+00:00;GRÚA;91000000.0
599419;9480;2023-01-18 00:00:00+00:00;GRÚA;75000000.0
5980;8543;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;92000000.0
598818;4189;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;7000000.0
218944;6035;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;8000000.0
446616;9983;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;97000000.0
89849;4468;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;40000000.0
29452;9643;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;1000000.0
227559;6957;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;24000000.0
623129;9954;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;3000000.0
106885;7527;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;6000000.0
941990;4230;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;97000000.0
309828;8188;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;1000000.0
703437;6795;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;72000000.0
265813;2763;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;19000000.0
814758;6815;2023-01-18 00:00:00+00:00;GRÚA;39000000.0
193077;5289;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;13000000.0
549207;1399;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;40000000.0
101455;409;2023-01-18 00:00:00+00:00;GRÚA;73000000.0
939189;1572;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;35000000.0
276309;7762;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;53000000.0
691163;6672;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;80000000.0
982911;7427;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;58000000.0
746941;5244;2023-01-18 00:00:00+00:00;GRÚA;72000000.0
500;918;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;92000000.0
134435;1333;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;92000000.0
691003;7050;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;5000000.0
974866;2049;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;42000000.0
390007;892;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;17000000.0
685325;6358;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;57000000.0
972681;6670;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;78000000.0
69297;4421;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;23000000.0
750598;6420;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;57000000.0
739470;3899;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;66000000.0
26799;5286;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;26000000.0
232033;9378;2023-01-18 00:00:00+00:00;GRÚA;48000000.0
782065;5352;2023-01-18 00:00:00+00:00;PÉRDIDA PARCIAL;56000000.0
348250;128;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;66000000.0
487382;6035;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;19000000.0
850336;7485;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;59000000.0
851002;628;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;44000000.0
112006;7273;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;4000000.0
806646;7335;2023-01-18 00:00:00+00:00;PÉRDIDA TOTAL;72000000.0
968034;8323;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;19000000.0
444865;366;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;76000000.0
483099;4097;2023-01-18 00:00:00+00:00;CONDUCTOR ELEGIDO;40000000.0
874460;5817;2023-01-18 00:00:00+00:00;RESPONSABILIDAD CIVIL;41000000.0
