payment_id;claim_id;payment_date;payment_type;payment_value
476718;272;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;59000000.0
994201;8937;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;59000000.0
496775;7701;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;90000000.0
737844;7250;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;33000000.0
804219;2534;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;49000000.0
733584;5289;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;30000000.0
287767;4247;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;32000000.0
398462;3191;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;98000000.0
149697;7474;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;61000000.0
914485;1524;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;14000000.0
978516;9614;2023-01-03 00:00:00+00:00;PÉRDIDA TOTAL;56000000.0
71949;1948;2023-01-03 00:00:00+00:00;GRÚA;1000000.0
387906;8528;2023-01-03 00:00:00+00:00;PÉRDIDA TOTAL;77000000.0
47078;1333;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;22000000.0
464679;7985;2023-01-03 00:00:00+00:00;GRÚA;39000000.0
100962;2399;2023-01-03 00:00:00+00:00;GRÚA;36000000.0
309692;335;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;14000000.0
453316;7416;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;37000000.0
333078;7123;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;98000000.0
273318;1963;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;94000000.0
345859;1714;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;6000000.0
874481;272;2023-01-03 00:00:00+00:00;GRÚA;78000000.0
404237;6936;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;8000000.0
989712;4294;2023-01-03 00:00:00+00:00;PÉRDIDA TOTAL;99000000.0
789502;3406;2023-01-03 00:00:00+00:00;GRÚA;67000000.0
247007;2368;2023-01-03 00:00:00+00:00;GRÚA;72000000.0
281127;1160;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;21000000.0
501519;2222;2023-01-03 00:00:00+00:00;PÉRDIDA TOTAL;9000000.0
441475;6665;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;21000000.0
863880;3789;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;67000000.0
515183;4020;2023-01-03 00:00:00+00:00;RESPONSABILIDAD CIVIL;51000000.0
15965;8125;2023-01-03 00:00:00+00:00;PÉRDIDA PARCIAL;15000000.0
440695;140;2023-01-03 00:00:00+00:00;GRÚA;85000000.0
399173;1696;2023-01-03 00:00:00+00:00;CONDUCTOR ELEGIDO;99000000.0
842087;1165;2023-01-03 00:00:00+00:00;GRÚA;46000000.0
