payment_id;claim_id;payment_date;payment_type;payment_value
740975;7438;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;60000000.0
206192;3450;2023-01-28 00:00:00+00:00;GRÚA;8000000.0
152377;7149;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;23000000.0
805199;2058;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;47000000.0
273603;2399;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;24000000.0
960139;7280;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;48000000.0
350510;1723;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;97000000.0
651170;8773;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;79000000.0
221110;1915;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;88000000.0
992969;1465;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;96000000.0
937088;8439;2023-01-28 00:00:00+00:00;GRÚA;84000000.0
221739;1713;2023-01-28 00:00:00+00:00;GRÚA;50000000.0
411497;998;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;61000000.0
847015;1202;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;51000000.0
948048;2531;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;1000000.0
929269;9379;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;24000000.0
342633;52;2023-01-28 00:00:00+00:00;GRÚA;8000000.0
673538;9185;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;61000000.0
377095;3441;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;71000000.0
363159;4097;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;4000000.0
71109;3977;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;47000000.0
981105;8119;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;5000000.0
833248;4554;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;59000000.0
357321;9116;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;93000000.0
969774;6939;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;65000000.0
492809;7107;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;6000000.0
213081;5131;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;73000000.0
173078;7782;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;4000000.0
934623;9406;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;14000000.0
348425;6694;2023-01-28 00:00:00+00:00;GRÚA;7000000.0
516981;4855;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;97000000.0
697760;8201;2023-01-28 00:00:00+00:00;GRÚA;47000000.0
271321;1017;2023-01-28 00:00:00+00:00;GRÚA;37000000.0
29701;9406;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;96000000.0
653287;6821;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;10000000.0
732598;2480;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;59000000.0
143308;9453;2023-01-28 00:00:00+00:00;GRÚA;13000000.0
810902;5065;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;78000000.0
646618;3990;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;46000000.0
838870;4146;2023-01-28 00:00:00+00:00;GRÚA;77000000.0
837679;7281;2023-01-28 00:00:00+00:00;GRÚA;74000000.0
225882;809;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;84000000.0
37990;9662;2023-01-28 00:00:00+00:00;RESPONSABILIDAD CIVIL;99000000.0
88474;5109;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;55000000.0
234354;4247;2023-01-28 00:00:00+00:00;PÉRDIDA PARCIAL;12000000.0
482741;9401;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;76000000.0
462058;8277;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;52000000.0
648860;6277;2023-01-28 00:00:00+00:00;CONDUCTOR ELEGIDO;98000000.0
203958;5949;2023-01-28 00:00:00+00:00;PÉRDIDA TOTAL;20000000.0
