payment_id;claim_id;payment_date;payment_type;payment_value
219224;2422;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;65000000.0
494170;8223;2023-01-09 00:00:00+00:00;GRÚA;10000000.0
383153;932;2023-01-09 00:00:00+00:00;RESPONSABILIDAD CIVIL;46000000.0
201870;2824;2023-01-09 00:00:00+00:00;GRÚA;32000000.0
371939;9158;2023-01-09 00:00:00+00:00;PÉRDIDA PARCIAL;6000000.0
4083;9857;2023-01-09 00:00:00+00:00;GRÚA;48000000.0
101153;6205;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;86000000.0
290097;5240;2023-01-09 00:00:00+00:00;GRÚA;59000000.0
246180;9133;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;63000000.0
288127;2444;2023-01-09 00:00:00+00:00;CONDUCTOR ELEGIDO;99000000.0
1072;5435;2023-01-09 00:00:00+00:00;PÉRDIDA PARCIAL;24000000.0
49055;4228;2023-01-09 00:00:00+00:00;RESPONSABILIDAD CIVIL;63000000.0
7676;2990;2023-01-09 00:00:00+00:00;GRÚA;19000000.0
270485;8277;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;90000000.0
45270;5962;2023-01-09 00:00:00+00:00;RESPONSABILIDAD CIVIL;96000000.0
960282;7448;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;6000000.0
897406;4260;2023-01-09 00:00:00+00:00;CONDUCTOR ELEGIDO;17000000.0
919460;1017;2023-01-09 00:00:00+00:00;RESPONSABILIDAD CIVIL;8000000.0
997617;3688;2023-01-09 00:00:00+00:00;GRÚA;98000000.0
327740;5719;2023-01-09 00:00:00+00:00;CONDUCTOR ELEGIDO;74000000.0
87832;6529;2023-01-09 00:00:00+00:00;GRÚA;58000000.0
295128;5160;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;98000000.0
669385;1025;2023-01-09 00:00:00+00:00;PÉRDIDA PARCIAL;58000000.0
653473;196;2023-01-09 00:00:00+00:00;RESPONSABILIDAD CIVIL;47000000.0
266344;335;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;44000000.0
291167;7540;2023-01-09 00:00:00+00:00;PÉRDIDA TOTAL;72000000.0
490787;918;2023-01-09 00:00:00+00:00;GRÚA;80000000.0
