payment_id;claim_id;payment_date;payment_type;payment_value
763;5477;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;94000000.0
622161;4044;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;36000000.0
645371;7736;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;56000000.0
444115;5862;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;49000000.0
152296;1741;2023-01-07 00:00:00+00:00;GRÚA;60000000.0
824353;2059;2023-01-07 00:00:00+00:00;GRÚA;30000000.0
540031;8356;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;18000000.0
772146;5782;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;28000000.0
497883;4082;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;4000000.0
108652;8394;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;13000000.0
174900;2394;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;72000000.0
485868;6529;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;69000000.0
112271;6420;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;48000000.0
591031;3445;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;46000000.0
952286;6670;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;49000000.0
794080;2534;2023-01-07 00:00:00+00:00;GRÚA;71000000.0
741435;5281;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;48000000.0
121145;7540;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;48000000.0
353345;6250;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;26000000.0
339446;4899;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;32000000.0
106771;5171;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;43000000.0
121268;1572;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;35000000.0
591704;2394;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;19000000.0
957386;309;2023-01-07 00:00:00+00:00;GRÚA;24000000.0
516618;8476;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;55000000.0
36190;4260;2023-01-07 00:00:00+00:00;GRÚA;96000000.0
685765;7474;2023-01-07 00:00:00+00:00;GRÚA;57000000.0
499036;6677;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;34000000.0
580906;8673;2023-01-07 00:00:00+00:00;GRÚA;98000000.0
269353;3236;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;26000000.0
950793;3363;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;28000000.0
635407;7708;2023-01-07 00:00:00+00:00;GRÚA;59000000.0
625548;5817;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;14000000.0
596760;941;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;58000000.0
479980;3251;2023-01-07 00:00:00+00:00;GRÚA;4000000.0
301384;7762;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;28000000.0
8385;6913;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;25000000.0
579355;9055;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;16000000.0
713413;732;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;23000000.0
784444;3156;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;94000000.0
896000;3990;2023-01-07 00:00:00+00:00;GRÚA;22000000.0
540363;9729;2023-01-07 00:00:00+00:00;GRÚA;19000000.0
493858;2095;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;23000000.0
575170;711;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;58000000.0
528223;8125;2023-01-07 00:00:00+00:00;GRÚA;25000000.0
492912;7749;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;36000000.0
216295;5083;2023-01-07 00:00:00+00:00;CONDUCTOR ELEGIDO;74000000.0
482279;3363;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;4000000.0
567108;5350;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;32000000.0
402545;9751;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;61000000.0
82717;157;2023-01-07 00:00:00+00:00;PÉRDIDA PARCIAL;88000000.0
881104;5000;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;63000000.0
286751;4332;2023-01-07 00:00:00+00:00;GRÚA;59000000.0
653568;2274;2023-01-07 00:00:00+00:00;GRÚA;57000000.0
967283;6788;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;65000000.0
755115;9857;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;24000000.0
562148;9107;2023-01-07 00:00:00+00:00;RESPONSABILIDAD CIVIL;26000000.0
355192;4321;2023-01-07 00:00:00+00:00;PÉRDIDA TOTAL;92000000.0
