payment_id;claim_id;payment_date;payment_type;payment_value
97979;9086;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;36000000.0
956626;2963;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;10000000.0
587246;2049;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;74000000.0
632422;6178;2023-01-06 00:00:00+00:00;GRÚA;53000000.0
987697;49;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;16000000.0
391117;8378;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;85000000.0
969689;894;2023-01-06 00:00:00+00:00;GRÚA;33000000.0
837370;2552;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;81000000.0
640535;1369;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;56000000.0
329079;9857;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;82000000.0
109648;3236;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;68000000.0
52618;583;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;24000000.0
453937;7762;2023-01-06 00:00:00+00:00;GRÚA;98000000.0
478536;5852;2023-01-06 00:00:00+00:00;GRÚA;30000000.0
489668;5240;2023-01-06 00:00:00+00:00;GRÚA;34000000.0
987557;5148;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;76000000.0
920543;1345;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;21000000.0
141916;5148;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;53000000.0
81847;7050;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;34000000.0
276468;9108;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;84000000.0
641305;9422;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;12000000.0
561002;1688;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;29000000.0
955108;2401;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;45000000.0
711796;6791;2023-01-06 00:00:00+00:00;GRÚA;71000000.0
819852;223;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;77000000.0
714893;5348;2023-01-06 00:00:00+00:00;GRÚA;56000000.0
649964;6504;2023-01-06 00:00:00+00:00;GRÚA;38000000.0
43956;7280;2023-01-06 00:00:00+00:00;GRÚA;88000000.0
503209;3631;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;87000000.0
407459;6892;2023-01-06 00:00:00+00:00;GRÚA;5000000.0
256840;2877;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;70000000.0
831047;8048;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;71000000.0
377868;6529;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;87000000.0
504842;1815;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;30000000.0
424620;643;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;39000000.0
8035;5278;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;29000000.0
479236;5126;2023-01-06 00:00:00+00:00;GRÚA;81000000.0
243131;9978;2023-01-06 00:00:00+00:00;GRÚA;42000000.0
611014;5175;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;56000000.0
403030;820;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;60000000.0
874349;2487;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;59000000.0
803171;1626;2023-01-06 00:00:00+00:00;GRÚA;47000000.0
249399;9037;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;21000000.0
327766;8454;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;15000000.0
349401;2394;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;44000000.0
437214;7427;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;56000000.0
21315;428;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;35000000.0
847934;4612;2023-01-06 00:00:00+00:00;GRÚA;59000000.0
209853;8254;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;42000000.0
960826;9643;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;98000000.0
131660;5641;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;78000000.0
22782;7946;2023-01-06 00:00:00+00:00;CONDUCTOR ELEGIDO;46000000.0
241715;4647;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;24000000.0
518768;3323;2023-01-06 00:00:00+00:00;GRÚA;83000000.0
829460;5363;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;87000000.0
221996;1017;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;91000000.0
266061;8643;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;14000000.0
660382;7650;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;62000000.0
142645;5146;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;34000000.0
345292;2870;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;97000000.0
163214;8194;2023-01-06 00:00:00+00:00;RESPONSABILIDAD CIVIL;53000000.0
59353;6528;2023-01-06 00:00:00+00:00;PÉRDIDA TOTAL;34000000.0
833216;3861;2023-01-06 00:00:00+00:00;PÉRDIDA PARCIAL;76000000.0
