payment_id;claim_id;payment_date;payment_type;payment_value
67448;7230;2023-01-10 00:00:00+00:00;GRÚA;60000000.0
117967;636;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;23000000.0
879931;2059;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;20000000.0
106295;1714;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;58000000.0
580106;9976;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;5000000.0
736311;2763;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;28000000.0
453729;2963;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;72000000.0
594246;4125;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;37000000.0
69612;2222;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;64000000.0
455720;573;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;4000000.0
575872;530;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;41000000.0
214444;3534;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;4000000.0
164388;5920;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;47000000.0
729449;3312;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;38000000.0
176960;2390;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;36000000.0
630285;5583;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;88000000.0
731245;7250;2023-01-10 00:00:00+00:00;GRÚA;53000000.0
773258;8974;2023-01-10 00:00:00+00:00;GRÚA;68000000.0
195686;5862;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;71000000.0
588896;4612;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;97000000.0
466260;1977;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;9000000.0
819738;8082;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;88000000.0
554641;557;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;33000000.0
946548;1683;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;4000000.0
945864;3697;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;66000000.0
784107;9609;2023-01-10 00:00:00+00:00;GRÚA;9000000.0
201687;629;2023-01-10 00:00:00+00:00;GRÚA;6000000.0
9097;6939;2023-01-10 00:00:00+00:00;GRÚA;12000000.0
270979;5188;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;1000000.0
186932;9397;2023-01-10 00:00:00+00:00;GRÚA;3000000.0
746364;1458;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;38000000.0
787949;6042;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;3000000.0
886160;5809;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;42000000.0
417703;1977;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;7000000.0
286043;9017;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;4000000.0
117037;5809;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;65000000.0
287108;2877;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;3000000.0
151493;1345;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;68000000.0
644445;8681;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;19000000.0
753126;4189;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;15000000.0
705094;5719;2023-01-10 00:00:00+00:00;GRÚA;47000000.0
601327;3050;2023-01-10 00:00:00+00:00;GRÚA;6000000.0
672908;9796;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;55000000.0
340329;3119;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;93000000.0
312367;5230;2023-01-10 00:00:00+00:00;GRÚA;41000000.0
253476;5471;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;2000000.0
500589;8770;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;68000000.0
554476;4719;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;36000000.0
14374;2928;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;14000000.0
748201;8773;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;18000000.0
765769;1011;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;41000000.0
787229;9967;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;14000000.0
893264;7434;2023-01-10 00:00:00+00:00;GRÚA;24000000.0
136737;6855;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;72000000.0
418494;9890;2023-01-10 00:00:00+00:00;CONDUCTOR ELEGIDO;56000000.0
651801;8048;2023-01-10 00:00:00+00:00;GRÚA;69000000.0
901585;1584;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;29000000.0
83593;1345;2023-01-10 00:00:00+00:00;RESPONSABILIDAD CIVIL;41000000.0
910423;9077;2023-01-10 00:00:00+00:00;PÉRDIDA PARCIAL;57000000.0
787406;6277;2023-01-10 00:00:00+00:00;PÉRDIDA TOTAL;47000000.0
