payment_id;claim_id;payment_date;payment_type;payment_value
184973;5818;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;10000000.0
177948;4758;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;73000000.0
884029;3425;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;40000000.0
567586;3534;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;13000000.0
121968;297;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;7000000.0
428013;2365;2023-01-31 00:00:00+00:00;GRÚA;84000000.0
69501;7411;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;64000000.0
208420;1741;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;50000000.0
364177;45;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;8000000.0
257664;7116;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;32000000.0
944734;2911;2023-01-31 00:00:00+00:00;GRÚA;49000000.0
850158;7566;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;37000000.0
105205;6423;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;49000000.0
397101;5540;2023-01-31 00:00:00+00:00;GRÚA;43000000.0
371447;8375;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;40000000.0
354212;2274;2023-01-31 00:00:00+00:00;GRÚA;7000000.0
408802;6963;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;61000000.0
713019;1953;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;17000000.0
192703;6016;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;66000000.0
771000;9890;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;46000000.0
579601;9786;2023-01-31 00:00:00+00:00;GRÚA;16000000.0
338426;8864;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;63000000.0
319568;9516;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;34000000.0
495937;9680;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;79000000.0
920121;7910;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;42000000.0
818664;2666;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;95000000.0
488557;742;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;57000000.0
291698;5817;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;53000000.0
852410;4597;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;18000000.0
264543;51;2023-01-31 00:00:00+00:00;GRÚA;94000000.0
47179;4759;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;81000000.0
515957;7782;2023-01-31 00:00:00+00:00;GRÚA;94000000.0
62498;8770;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;63000000.0
143621;6042;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;42000000.0
491820;5160;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;81000000.0
727500;7232;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;6000000.0
230691;5344;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;16000000.0
421855;9783;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;52000000.0
191952;5435;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;67000000.0
3864;3311;2023-01-31 00:00:00+00:00;GRÚA;68000000.0
587988;7467;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;99000000.0
539610;6270;2023-01-31 00:00:00+00:00;GRÚA;51000000.0
476723;7696;2023-01-31 00:00:00+00:00;GRÚA;53000000.0
545281;3424;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;68000000.0
825756;4074;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;51000000.0
245370;1033;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;65000000.0
980962;2787;2023-01-31 00:00:00+00:00;GRÚA;3000000.0
565054;9108;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;84000000.0
749805;8803;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;8000000.0
707246;6267;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;72000000.0
75524;4146;2023-01-31 00:00:00+00:00;CONDUCTOR ELEGIDO;21000000.0
542888;4146;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;35000000.0
493277;6939;2023-01-31 00:00:00+00:00;GRÚA;17000000.0
150523;6475;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;73000000.0
373518;51;2023-01-31 00:00:00+00:00;PÉRDIDA PARCIAL;17000000.0
486361;2595;2023-01-31 00:00:00+00:00;PÉRDIDA TOTAL;9000000.0
438643;3424;2023-01-31 00:00:00+00:00;GRÚA;3000000.0
315598;1704;2023-01-31 00:00:00+00:00;RESPONSABILIDAD CIVIL;35000000.0
