payment_id;claim_id;payment_date;payment_type;payment_value
574331;8280;2023-01-19 00:00:00+00:00;GRÚA;70000000.0
49062;8994;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;12000000.0
648930;5765;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;59000000.0
575671;6788;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;54000000.0
318925;9719;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;39000000.0
560555;6560;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;48000000.0
829602;3594;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;72000000.0
2152;7438;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;9000000.0
207599;5641;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;20000000.0
562397;7177;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;33000000.0
973835;7158;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;41000000.0
736044;3445;2023-01-19 00:00:00+00:00;GRÚA;76000000.0
108256;4424;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;10000000.0
448696;5286;2023-01-19 00:00:00+00:00;GRÚA;53000000.0
188760;8526;2023-01-19 00:00:00+00:00;GRÚA;35000000.0
400686;9384;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;23000000.0
918232;2444;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;32000000.0
266090;9420;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;94000000.0
606701;2487;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;33000000.0
391612;1687;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;18000000.0
551588;9158;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;98000000.0
394333;6405;2023-01-19 00:00:00+00:00;GRÚA;90000000.0
98656;3975;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;37000000.0
4888;5286;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;96000000.0
88963;497;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;78000000.0
923193;5131;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;5000000.0
996268;3551;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;43000000.0
21017;7232;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;3000000.0
359802;2824;2023-01-19 00:00:00+00:00;GRÚA;82000000.0
868378;5962;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;93000000.0
240176;3986;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;15000000.0
775770;4123;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;57000000.0
947160;4554;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;2000000.0
455596;2787;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;60000000.0
852933;6411;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;43000000.0
770349;7587;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;52000000.0
547606;3440;2023-01-19 00:00:00+00:00;GRÚA;41000000.0
133491;5392;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;85000000.0
517551;4671;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;65000000.0
304167;7546;2023-01-19 00:00:00+00:00;RESPONSABILIDAD CIVIL;15000000.0
632670;4420;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;58000000.0
310347;6825;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;29000000.0
763837;457;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;62000000.0
492583;7929;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;28000000.0
178155;4460;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;63000000.0
109620;2619;2023-01-19 00:00:00+00:00;PÉRDIDA TOTAL;53000000.0
551231;5175;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;78000000.0
226975;9185;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;15000000.0
191557;4228;2023-01-19 00:00:00+00:00;PÉRDIDA PARCIAL;93000000.0
83536;4008;2023-01-19 00:00:00+00:00;CONDUCTOR ELEGIDO;96000000.0
