payment_id;claim_id;payment_date;payment_type;payment_value
536498;9158;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;67000000.0
349747;3191;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;34000000.0
825909;5065;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;92000000.0
128038;6818;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;30000000.0
390883;5784;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;49000000.0
656377;8718;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;74000000.0
254169;5374;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;22000000.0
949836;9983;2023-01-04 00:00:00+00:00;GRÚA;25000000.0
331380;2552;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;89000000.0
521419;912;2023-01-04 00:00:00+00:00;GRÚA;33000000.0
811546;85;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;57000000.0
851449;5207;2023-01-04 00:00:00+00:00;GRÚA;90000000.0
849936;8703;2023-01-04 00:00:00+00:00;GRÚA;85000000.0
246912;2399;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;4000000.0
251210;7267;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;2000000.0
593032;8784;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;58000000.0
892513;2753;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;67000000.0
645248;9108;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;31000000.0
186462;8162;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;36000000.0
392770;5281;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;82000000.0
333456;7150;2023-01-04 00:00:00+00:00;GRÚA;10000000.0
122637;2272;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;15000000.0
184295;2717;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;99000000.0
435257;623;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;2000000.0
76435;9790;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;27000000.0
587698;3701;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;17000000.0
645989;9516;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;40000000.0
592587;497;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;31000000.0
550507;7352;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;66000000.0
326634;9566;2023-01-04 00:00:00+00:00;GRÚA;16000000.0
951997;5488;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;40000000.0
20938;1718;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;93000000.0
907263;4236;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;9000000.0
496905;3270;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;71000000.0
164611;8098;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;84000000.0
526425;6529;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;29000000.0
309680;9011;2023-01-04 00:00:00+00:00;GRÚA;74000000.0
79165;6239;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;3000000.0
72063;7803;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;83000000.0
444670;9528;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;83000000.0
522856;5286;2023-01-04 00:00:00+00:00;RESPONSABILIDAD CIVIL;87000000.0
796719;7136;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;9000000.0
994091;8254;2023-01-04 00:00:00+00:00;GRÚA;79000000.0
67113;7273;2023-01-04 00:00:00+00:00;PÉRDIDA TOTAL;44000000.0
140066;8952;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;1000000.0
130121;1987;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;68000000.0
507121;223;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;49000000.0
570568;8830;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;60000000.0
421630;7150;2023-01-04 00:00:00+00:00;PÉRDIDA PARCIAL;48000000.0
27453;368;2023-01-04 00:00:00+00:00;GRÚA;75000000.0
173956;5180;2023-01-04 00:00:00+00:00;CONDUCTOR ELEGIDO;98000000.0
