payment_id;claim_id;payment_date;payment_type;payment_value
386894;7443;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;11000000.0
626775;761;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;91000000.0
129767;409;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;72000000.0
751017;7962;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;15000000.0
221;761;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;53000000.0
224036;1433;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;60000000.0
707547;4620;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;68000000.0
426203;5148;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;53000000.0
662713;8371;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;29000000.0
751736;5147;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;29000000.0
268899;2156;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;58000000.0
941597;7107;2023-01-20 00:00:00+00:00;GRÚA;54000000.0
530281;5697;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;82000000.0
680024;5348;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;95000000.0
681660;4069;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;11000000.0
970318;4069;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;51000000.0
329477;869;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;34000000.0
788385;9447;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;69000000.0
54733;7736;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;94000000.0
129133;1723;2023-01-20 00:00:00+00:00;GRÚA;65000000.0
931186;6418;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;71000000.0
564184;3234;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;43000000.0
22371;2343;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;27000000.0
18727;5587;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;82000000.0
69066;1798;2023-01-20 00:00:00+00:00;GRÚA;96000000.0
450751;730;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;91000000.0
317252;1640;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;39000000.0
913063;8356;2023-01-20 00:00:00+00:00;GRÚA;62000000.0
739614;1599;2023-01-20 00:00:00+00:00;GRÚA;68000000.0
541999;5488;2023-01-20 00:00:00+00:00;GRÚA;20000000.0
463708;9042;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;76000000.0
354393;2944;2023-01-20 00:00:00+00:00;GRÚA;17000000.0
408480;998;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;59000000.0
610617;6315;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;28000000.0
244474;9453;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;37000000.0
86829;6920;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;93000000.0
266936;5107;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;57000000.0
221664;6516;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;10000000.0
367344;1531;2023-01-20 00:00:00+00:00;GRÚA;63000000.0
988489;6035;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;72000000.0
792928;9796;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;50000000.0
500901;5007;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;82000000.0
603766;7411;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;51000000.0
505519;5148;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;60000000.0
200966;6820;2023-01-20 00:00:00+00:00;RESPONSABILIDAD CIVIL;96000000.0
324859;6330;2023-01-20 00:00:00+00:00;GRÚA;98000000.0
989551;1975;2023-01-20 00:00:00+00:00;PÉRDIDA PARCIAL;5000000.0
143752;3323;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;19000000.0
567791;8098;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;46000000.0
816145;7627;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;74000000.0
65409;7490;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;7000000.0
182029;820;2023-01-20 00:00:00+00:00;GRÚA;35000000.0
689885;2180;2023-01-20 00:00:00+00:00;GRÚA;49000000.0
268877;9378;2023-01-20 00:00:00+00:00;CONDUCTOR ELEGIDO;65000000.0
419324;6158;2023-01-20 00:00:00+00:00;GRÚA;63000000.0
377079;3613;2023-01-20 00:00:00+00:00;PÉRDIDA TOTAL;88000000.0
951756;451;2023-01-20 00:00:00+00:00;GRÚA;25000000.0
