payment_id;claim_id;payment_date;payment_type;payment_value
768283;3445;2023-01-11 00:00:00+00:00;GRÚA;16000000.0
983051;4198;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;65000000.0
326306;9643;2023-01-11 00:00:00+00:00;GRÚA;41000000.0
410199;9890;2023-01-11 00:00:00+00:00;GRÚA;68000000.0
385954;3825;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;43000000.0
698932;5147;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;67000000.0
341897;6019;2023-01-11 00:00:00+00:00;GRÚA;65000000.0
195026;4043;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;42000000.0
528081;4644;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;61000000.0
80276;3261;2023-01-11 00:00:00+00:00;GRÚA;2000000.0
4006;4329;2023-01-11 00:00:00+00:00;GRÚA;13000000.0
788980;196;2023-01-11 00:00:00+00:00;GRÚA;96000000.0
732627;2725;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;22000000.0
193907;5537;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;73000000.0
172137;7273;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;82000000.0
206281;4414;2023-01-11 00:00:00+00:00;GRÚA;46000000.0
583190;1161;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;9000000.0
573052;1696;2023-01-11 00:00:00+00:00;GRÚA;75000000.0
928188;8476;2023-01-11 00:00:00+00:00;GRÚA;13000000.0
667671;9004;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;71000000.0
689073;8054;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;38000000.0
469090;4931;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;23000000.0
631868;8376;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;16000000.0
649856;2430;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;34000000.0
383175;6831;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;35000000.0
952692;370;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;76000000.0
900439;7485;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;59000000.0
599311;4249;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;72000000.0
578755;643;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;75000000.0
381793;4414;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;52000000.0
593189;5107;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;7000000.0
139141;5082;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;21000000.0
243217;933;2023-01-11 00:00:00+00:00;GRÚA;30000000.0
477148;5000;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;88000000.0
192674;2353;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;46000000.0
993055;2877;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;4000000.0
623700;9796;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;93000000.0
306612;5316;2023-01-11 00:00:00+00:00;RESPONSABILIDAD CIVIL;95000000.0
524243;1723;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;9000000.0
288775;7701;2023-01-11 00:00:00+00:00;GRÚA;8000000.0
877326;2247;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;8000000.0
2891;4937;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;30000000.0
129507;4400;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;3000000.0
291315;7803;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;71000000.0
341936;297;2023-01-11 00:00:00+00:00;PÉRDIDA TOTAL;92000000.0
137442;3049;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;97000000.0
694442;488;2023-01-11 00:00:00+00:00;GRÚA;87000000.0
180654;3825;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;48000000.0
483929;4123;2023-01-11 00:00:00+00:00;GRÚA;26000000.0
701249;7377;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;7000000.0
807355;1838;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;65000000.0
909257;5762;2023-01-11 00:00:00+00:00;GRÚA;13000000.0
897047;6892;2023-01-11 00:00:00+00:00;GRÚA;51000000.0
411851;3327;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;85000000.0
31189;5540;2023-01-11 00:00:00+00:00;PÉRDIDA PARCIAL;47000000.0
232393;623;2023-01-11 00:00:00+00:00;GRÚA;50000000.0
356972;5363;2023-01-11 00:00:00+00:00;GRÚA;13000000.0
110861;46;2023-01-11 00:00:00+00:00;CONDUCTOR ELEGIDO;6000000.0
