payment_id;claim_id;payment_date;payment_type;payment_value
401081;6330;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;94000000.0
563457;6305;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;6000000.0
383625;9600;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;45000000.0
978992;537;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;83000000.0
852518;4937;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;55000000.0
758043;4644;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;95000000.0
772934;5852;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;16000000.0
332242;128;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;21000000.0
396629;4773;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;31000000.0
815998;9775;2023-01-30 00:00:00+00:00;GRÚA;27000000.0
181539;2353;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;3000000.0
555120;8394;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;32000000.0
802771;6158;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;11000000.0
139326;9185;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;7000000.0
564472;1129;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;83000000.0
264025;9406;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;42000000.0
913983;7107;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;40000000.0
751896;2787;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;4000000.0
728209;8952;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;35000000.0
206037;1294;2023-01-30 00:00:00+00:00;GRÚA;47000000.0
162878;7116;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;55000000.0
842820;9719;2023-01-30 00:00:00+00:00;GRÚA;94000000.0
29876;9786;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;55000000.0
440126;8937;2023-01-30 00:00:00+00:00;GRÚA;30000000.0
675621;3440;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;71000000.0
497606;2756;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;77000000.0
267958;9108;2023-01-30 00:00:00+00:00;GRÚA;41000000.0
131987;1584;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;22000000.0
845672;616;2023-01-30 00:00:00+00:00;GRÚA;30000000.0
205002;4321;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;54000000.0
525295;6315;2023-01-30 00:00:00+00:00;GRÚA;82000000.0
978086;6253;2023-01-30 00:00:00+00:00;GRÚA;97000000.0
258558;4960;2023-01-30 00:00:00+00:00;GRÚA;3000000.0
960470;4242;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;71000000.0
237173;4371;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;26000000.0
356063;5148;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;58000000.0
489089;2390;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;79000000.0
494151;8770;2023-01-30 00:00:00+00:00;GRÚA;75000000.0
838547;5762;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;87000000.0
704679;223;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;44000000.0
262153;2877;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;72000000.0
261903;5587;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;86000000.0
536104;2023;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;42000000.0
343572;1515;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;91000000.0
921027;9447;2023-01-30 00:00:00+00:00;GRÚA;19000000.0
892305;2346;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;99000000.0
957416;714;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;11000000.0
707965;2023;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;80000000.0
121643;9976;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;54000000.0
913970;7736;2023-01-30 00:00:00+00:00;GRÚA;86000000.0
362471;5083;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;75000000.0
674522;8669;2023-01-30 00:00:00+00:00;GRÚA;96000000.0
187047;3761;2023-01-30 00:00:00+00:00;RESPONSABILIDAD CIVIL;53000000.0
178814;4773;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;59000000.0
153176;3172;2023-01-30 00:00:00+00:00;PÉRDIDA PARCIAL;83000000.0
550967;49;2023-01-30 00:00:00+00:00;PÉRDIDA TOTAL;78000000.0
649638;1617;2023-01-30 00:00:00+00:00;CONDUCTOR ELEGIDO;33000000.0
886081;5946;2023-01-30 00:00:00+00:00;GRÚA;29000000.0
514044;187;2023-01-30 00:00:00+00:00;GRÚA;36000000.0
