payment_id;claim_id;payment_date;payment_type;payment_value
311627;7736;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;67000000.0
174052;7448;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;15000000.0
736137;4809;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;5000000.0
194817;918;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;14000000.0
813856;9384;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;5000000.0
812034;4023;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;97000000.0
317601;52;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;30000000.0
556991;9916;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;86000000.0
391896;2531;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;21000000.0
451476;7661;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;75000000.0
23184;1132;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;81000000.0
18523;6278;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;69000000.0
130157;6092;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;46000000.0
878758;6913;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;20000000.0
123126;4759;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;82000000.0
559124;7295;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;72000000.0
424596;5894;2023-01-05 00:00:00+00:00;GRÚA;60000000.0
573599;1925;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;65000000.0
658068;6670;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;69000000.0
210003;4441;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;67000000.0
816051;7627;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;70000000.0
828487;4421;2023-01-05 00:00:00+00:00;GRÚA;51000000.0
286073;5655;2023-01-05 00:00:00+00:00;GRÚA;7000000.0
703278;4773;2023-01-05 00:00:00+00:00;GRÚA;3000000.0
382419;5225;2023-01-05 00:00:00+00:00;GRÚA;1000000.0
802880;9073;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;10000000.0
271605;9376;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;8000000.0
258733;833;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;21000000.0
482534;3450;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;10000000.0
891509;95;2023-01-05 00:00:00+00:00;GRÚA;96000000.0
80518;8718;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;39000000.0
819645;7701;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;85000000.0
359374;5829;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;8000000.0
965994;4484;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;13000000.0
361291;6701;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;18000000.0
763998;5147;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;98000000.0
917178;8189;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;16000000.0
433955;2058;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;53000000.0
826248;5587;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;80000000.0
637348;1160;2023-01-05 00:00:00+00:00;GRÚA;17000000.0
663169;7858;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;45000000.0
887648;4399;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;28000000.0
645094;1572;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;36000000.0
728635;2830;2023-01-05 00:00:00+00:00;PÉRDIDA PARCIAL;64000000.0
946683;1515;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;29000000.0
970984;5888;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;96000000.0
922485;6092;2023-01-05 00:00:00+00:00;GRÚA;55000000.0
20252;6791;2023-01-05 00:00:00+00:00;PÉRDIDA TOTAL;94000000.0
910620;3441;2023-01-05 00:00:00+00:00;RESPONSABILIDAD CIVIL;73000000.0
296608;6560;2023-01-05 00:00:00+00:00;CONDUCTOR ELEGIDO;92000000.0
